Student_ID,Q1_Age_Group,Q2_Year_of_Study,Q3_Field_of_Study,Q4_Platform,Q5_Course_Type,Q6_Course_Duration,Q7_Daily_Study_Time,Q8_Weekly_Study_Days,Q9_Study_Schedule_Regularity,Q10_Time_Management_Rating,Q11_Assignment_Completion,Q12_Video_Watching_Freq,Q13_Forum_Participation,Q14_Break_Frequency,Q15_Course_Difficulty,Q16_Motivation_Level,Q17_Internet_Quality,Q18_Main_Device,Q19_Course_Completed,Q20_Dropout_Reason,Q21_Overall_Satisfaction,Q22_Future_Course_Likelihood
STU_18173,21–23,4th Year,Other,Udemy,Business / Management,More than 6 months,More than 3 hours,4–5 days,1,5,Sometimes,Always,Often,Never,Very Difficult,3,Very Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18174,24–26,2nd Year,Other,NPTEL,Academic Subject,More than 6 months,More than 3 hours,6 days,3,5,Often,Always,Rarely,Sometimes,Very Difficult,4,Average,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18175,21–23,4th Year,Science,Other,Personal Development,1–3 months,1–2 hours,4–5 days,3,3,Sometimes,Often,Often,Sometimes,Moderate,3,Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18176,18–20,2nd Year,Science,YouTube,Personal Development,Less than 2 weeks,Less than 30 minutes,2–3 days,3,1,Rarely,Rarely,Rarely,Sometimes,Very Easy,2,Very Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_18177,Below 18,Other,Science,YouTube,Other,3–6 months,2–3 hours,1 day,3,4,Never,Almost Always,Not Available in My Course,Sometimes,Difficult,1,Excellent,Laptop,No,Loss of motivation,2,Probably No
STU_18178,Below 18,3rd Year,Business / Management,Other,Language Learning,1–3 months,1–2 hours,1 day,4,3,Never,Often,Sometimes,Often,Moderate,1,Average,Desktop,No,Course was too difficult,2,Probably No
STU_18179,24–26,3rd Year,Arts / Humanities,Udemy,Programming / Technology,More than 6 months,More than 3 hours,6 days,3,5,Often,Always,Sometimes,Sometimes,Very Difficult,4,Average,Desktop,Yes,I completed the course,4,Definitely Yes
STU_18180,Above 26,Postgraduate,Business / Management,edX,Personal Development,More than 6 months,More than 3 hours,Every day,5,5,Always,Always,Very Often,Very Often,Very Difficult,5,Excellent,Desktop,Yes,I completed the course,4,Definitely Yes
STU_18181,21–23,2nd Year,Engineering,NPTEL,Academic Subject,2–4 weeks,30 minutes–1 hour,4–5 days,4,2,Sometimes,Sometimes,Rarely,Often,Easy,3,Excellent,Tablet,Yes,I completed the course,4,Definitely Yes
STU_18182,Above 26,1st Year,Business / Management,LinkedIn Learning,Language Learning,1–3 months,1–2 hours,Every day,2,3,Always,Often,Never,Rarely,Moderate,5,Very Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_18183,Below 18,2nd Year,Other,NPTEL,Business / Management,1–3 months,1–2 hours,1 day,4,3,Never,Often,Rarely,Often,Moderate,1,Average,Laptop,No,Other,2,Probably No
STU_18184,21–23,Postgraduate,Arts / Humanities,NPTEL,Personal Development,3–6 months,2–3 hours,4–5 days,2,4,Sometimes,Almost Always,Very Often,Rarely,Difficult,3,Poor,Desktop,Yes,I completed the course,4,Definitely Yes
STU_18185,24–26,1st Year,Business / Management,Udemy,Academic Subject,3–6 months,2–3 hours,6 days,4,4,Often,Almost Always,Never,Often,Difficult,4,Very Good,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18186,21–23,4th Year,Engineering,Udemy,Programming / Technology,2–4 weeks,30 minutes–1 hour,4–5 days,4,2,Sometimes,Sometimes,Often,Often,Easy,3,Excellent,Tablet,Yes,I completed the course,4,Definitely Yes
STU_18187,21–23,4th Year,Science,NPTEL,Language Learning,Less than 2 weeks,Less than 30 minutes,4–5 days,5,1,Sometimes,Rarely,Often,Very Often,Very Easy,3,Average,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18188,18–20,4th Year,Other,LinkedIn Learning,Artificial Intelligence / Data Science,3–6 months,2–3 hours,2–3 days,5,4,Rarely,Almost Always,Often,Very Often,Difficult,2,Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18189,Below 18,2nd Year,Other,Other,Personal Development,2–4 weeks,30 minutes–1 hour,1 day,5,2,Never,Sometimes,Rarely,Very Often,Easy,1,Very Good,Tablet,No,Academic or work commitments,2,Probably No
STU_18190,Below 18,1st Year,Computer Science / IT,Coursera,Programming / Technology,Less than 2 weeks,Less than 30 minutes,1 day,1,1,Never,Rarely,Never,Never,Very Easy,1,Poor,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18191,Below 18,4th Year,Other,Other,Artificial Intelligence / Data Science,More than 6 months,More than 3 hours,1 day,2,5,Never,Always,Often,Rarely,Very Difficult,1,Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_18192,24–26,2nd Year,Other,Other,Language Learning,2–4 weeks,30 minutes–1 hour,6 days,1,2,Often,Sometimes,Rarely,Never,Easy,4,Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18193,21–23,4th Year,Science,LinkedIn Learning,Personal Development,More than 6 months,More than 3 hours,4–5 days,1,5,Sometimes,Always,Often,Never,Very Difficult,3,Very Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_18194,21–23,2nd Year,Science,Other,Programming / Technology,3–6 months,2–3 hours,4–5 days,2,4,Sometimes,Almost Always,Rarely,Rarely,Difficult,3,Poor,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18195,24–26,Postgraduate,Business / Management,Udemy,Personal Development,3–6 months,2–3 hours,6 days,4,4,Often,Almost Always,Very Often,Often,Difficult,4,Very Good,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18196,24–26,4th Year,Science,YouTube,Business / Management,1–3 months,1–2 hours,6 days,5,3,Often,Often,Often,Very Often,Moderate,4,Poor,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18197,18–20,4th Year,Other,LinkedIn Learning,Academic Subject,More than 6 months,More than 3 hours,2–3 days,4,5,Rarely,Always,Often,Often,Very Difficult,2,Poor,Tablet,Yes,I completed the course,4,Definitely Yes
STU_18198,21–23,1st Year,Arts / Humanities,Udemy,Language Learning,More than 6 months,More than 3 hours,4–5 days,1,5,Sometimes,Always,Never,Never,Very Difficult,3,Very Good,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18199,24–26,2nd Year,Engineering,Other,Language Learning,More than 6 months,More than 3 hours,6 days,3,5,Often,Always,Rarely,Sometimes,Very Difficult,4,Average,Tablet,Yes,I completed the course,4,Definitely Yes
STU_18200,Above 26,Other,Engineering,Other,Academic Subject,More than 6 months,More than 3 hours,Every day,5,5,Always,Always,Not Available in My Course,Very Often,Very Difficult,5,Excellent,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18201,18–20,1st Year,Arts / Humanities,LinkedIn Learning,Other,Less than 2 weeks,Less than 30 minutes,2–3 days,3,1,Rarely,Rarely,Never,Sometimes,Very Easy,2,Very Good,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18202,Below 18,2nd Year,Engineering,LinkedIn Learning,Artificial Intelligence / Data Science,3–6 months,2–3 hours,1 day,3,4,Never,Almost Always,Rarely,Sometimes,Difficult,1,Excellent,Tablet,No,Course was too difficult,2,Probably No
STU_18203,18–20,Postgraduate,Computer Science / IT,edX,Artificial Intelligence / Data Science,3–6 months,2–3 hours,2–3 days,5,4,Rarely,Almost Always,Very Often,Very Often,Difficult,2,Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_18204,24–26,4th Year,Engineering,Udemy,Artificial Intelligence / Data Science,More than 6 months,More than 3 hours,6 days,3,5,Often,Always,Often,Sometimes,Very Difficult,4,Average,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18205,Above 26,Postgraduate,Arts / Humanities,edX,Academic Subject,More than 6 months,More than 3 hours,Every day,5,5,Always,Always,Very Often,Very Often,Very Difficult,5,Excellent,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18206,18–20,4th Year,Other,Other,Language Learning,Less than 2 weeks,Less than 30 minutes,2–3 days,3,1,Rarely,Rarely,Often,Sometimes,Very Easy,2,Very Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_18207,Above 26,Postgraduate,Business / Management,NPTEL,Artificial Intelligence / Data Science,1–3 months,1–2 hours,Every day,2,3,Always,Often,Very Often,Rarely,Moderate,5,Very Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_18208,18–20,4th Year,Science,Udemy,Business / Management,3–6 months,2–3 hours,2–3 days,5,4,Rarely,Almost Always,Often,Very Often,Difficult,2,Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18209,Above 26,4th Year,Other,YouTube,Programming / Technology,Less than 2 weeks,Less than 30 minutes,Every day,4,1,Always,Rarely,Often,Often,Very Easy,5,Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18210,24–26,4th Year,Engineering,edX,Artificial Intelligence / Data Science,3–6 months,2–3 hours,6 days,4,4,Often,Almost Always,Often,Often,Difficult,4,Very Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18211,18–20,2nd Year,Engineering,NPTEL,Business / Management,Less than 2 weeks,Less than 30 minutes,2–3 days,3,1,Rarely,Rarely,Rarely,Sometimes,Very Easy,2,Very Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18212,Above 26,3rd Year,Arts / Humanities,YouTube,Other,1–3 months,1–2 hours,Every day,2,3,Always,Often,Sometimes,Rarely,Moderate,5,Very Good,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18213,24–26,Postgraduate,Business / Management,Udemy,Academic Subject,Less than 2 weeks,Less than 30 minutes,6 days,2,1,Often,Rarely,Very Often,Rarely,Very Easy,4,Excellent,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18214,Below 18,4th Year,Science,Other,Academic Subject,2–4 weeks,30 minutes–1 hour,1 day,5,2,Never,Sometimes,Often,Very Often,Easy,1,Very Good,Tablet,No,Course content did not meet expectations,2,Probably No
STU_18215,18–20,3rd Year,Arts / Humanities,YouTube,Academic Subject,2–4 weeks,30 minutes–1 hour,2–3 days,2,2,Rarely,Sometimes,Sometimes,Rarely,Easy,2,Average,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18216,Below 18,Other,Science,Other,Business / Management,More than 6 months,More than 3 hours,1 day,2,5,Never,Always,Not Available in My Course,Rarely,Very Difficult,1,Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_18217,18–20,2nd Year,Engineering,NPTEL,Programming / Technology,More than 6 months,More than 3 hours,2–3 days,4,5,Rarely,Always,Rarely,Often,Very Difficult,2,Poor,Tablet,Yes,I completed the course,4,Definitely Yes
STU_18218,21–23,Postgraduate,Computer Science / IT,LinkedIn Learning,Academic Subject,More than 6 months,More than 3 hours,4–5 days,1,5,Sometimes,Always,Very Often,Never,Very Difficult,3,Very Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_18219,Below 18,3rd Year,Computer Science / IT,NPTEL,Personal Development,2–4 weeks,30 minutes–1 hour,1 day,5,2,Never,Sometimes,Sometimes,Very Often,Easy,1,Very Good,Desktop,No,Lack of interest,2,Probably No
STU_18220,21–23,4th Year,Science,LinkedIn Learning,Business / Management,1–3 months,1–2 hours,4–5 days,3,3,Sometimes,Often,Often,Sometimes,Moderate,3,Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18221,24–26,Other,Engineering,LinkedIn Learning,Personal Development,1–3 months,1–2 hours,6 days,5,3,Often,Often,Not Available in My Course,Very Often,Moderate,4,Poor,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18222,18–20,3rd Year,Computer Science / IT,Coursera,Artificial Intelligence / Data Science,More than 6 months,More than 3 hours,2–3 days,4,5,Rarely,Always,Sometimes,Often,Very Difficult,2,Poor,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18223,24–26,2nd Year,Engineering,Other,Business / Management,Less than 2 weeks,Less than 30 minutes,6 days,2,1,Often,Rarely,Rarely,Rarely,Very Easy,4,Excellent,Tablet,Yes,I completed the course,4,Definitely Yes
STU_18224,Below 18,Other,Engineering,YouTube,Business / Management,2–4 weeks,30 minutes–1 hour,1 day,5,2,Never,Sometimes,Not Available in My Course,Very Often,Easy,1,Very Good,Laptop,No,Lack of time,2,Probably No
STU_18225,24–26,Postgraduate,Business / Management,Other,Other,3–6 months,2–3 hours,6 days,4,4,Often,Almost Always,Very Often,Often,Difficult,4,Very Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_18226,Above 26,3rd Year,Business / Management,edX,Academic Subject,3–6 months,2–3 hours,Every day,1,4,Always,Almost Always,Sometimes,Never,Difficult,5,Average,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18227,24–26,Other,Engineering,LinkedIn Learning,Business / Management,2–4 weeks,30 minutes–1 hour,6 days,1,2,Often,Sometimes,Not Available in My Course,Never,Easy,4,Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18228,18–20,Postgraduate,Business / Management,Coursera,Other,3–6 months,2–3 hours,2–3 days,5,4,Rarely,Almost Always,Very Often,Very Often,Difficult,2,Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_18229,Above 26,3rd Year,Business / Management,Coursera,Artificial Intelligence / Data Science,Less than 2 weeks,Less than 30 minutes,Every day,4,1,Always,Rarely,Sometimes,Often,Very Easy,5,Good,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18230,18–20,1st Year,Business / Management,Other,Business / Management,2–4 weeks,30 minutes–1 hour,2–3 days,2,2,Rarely,Sometimes,Never,Rarely,Easy,2,Average,Desktop,Yes,I completed the course,4,Definitely Yes
STU_18231,Above 26,3rd Year,Computer Science / IT,NPTEL,Programming / Technology,3–6 months,2–3 hours,Every day,1,4,Always,Almost Always,Sometimes,Never,Difficult,5,Average,Desktop,Yes,I completed the course,4,Definitely Yes
STU_18232,24–26,1st Year,Computer Science / IT,edX,Language Learning,2–4 weeks,30 minutes–1 hour,6 days,1,2,Often,Sometimes,Never,Never,Easy,4,Good,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18233,Below 18,1st Year,Business / Management,Other,Artificial Intelligence / Data Science,1–3 months,1–2 hours,1 day,4,3,Never,Often,Never,Often,Moderate,1,Average,Smartphone,No,Loss of motivation,2,Probably No
STU_18234,24–26,Other,Science,edX,Programming / Technology,More than 6 months,More than 3 hours,6 days,3,5,Often,Always,Not Available in My Course,Sometimes,Very Difficult,4,Average,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18235,Below 18,2nd Year,Engineering,edX,Business / Management,Less than 2 weeks,Less than 30 minutes,1 day,1,1,Never,Rarely,Rarely,Never,Very Easy,1,Poor,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18236,Below 18,4th Year,Other,LinkedIn Learning,Other,More than 6 months,More than 3 hours,1 day,2,5,Never,Always,Often,Rarely,Very Difficult,1,Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18237,18–20,3rd Year,Computer Science / IT,NPTEL,Academic Subject,More than 6 months,More than 3 hours,2–3 days,4,5,Rarely,Always,Sometimes,Often,Very Difficult,2,Poor,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18238,Above 26,Postgraduate,Arts / Humanities,LinkedIn Learning,Language Learning,2–4 weeks,30 minutes–1 hour,Every day,3,2,Always,Sometimes,Very Often,Sometimes,Easy,5,Poor,Desktop,Yes,I completed the course,4,Definitely Yes
STU_18239,24–26,2nd Year,Science,YouTube,Personal Development,More than 6 months,More than 3 hours,6 days,3,5,Often,Always,Rarely,Sometimes,Very Difficult,4,Average,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18240,18–20,Other,Science,LinkedIn Learning,Programming / Technology,2–4 weeks,30 minutes–1 hour,2–3 days,2,2,Rarely,Sometimes,Not Available in My Course,Rarely,Easy,2,Average,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18241,18–20,3rd Year,Business / Management,edX,Programming / Technology,Less than 2 weeks,Less than 30 minutes,2–3 days,3,1,Rarely,Rarely,Sometimes,Sometimes,Very Easy,2,Very Good,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18242,Below 18,Postgraduate,Computer Science / IT,edX,Business / Management,3–6 months,2–3 hours,1 day,3,4,Never,Almost Always,Very Often,Sometimes,Difficult,1,Excellent,Desktop,No,Course was too difficult,2,Probably No
STU_18243,24–26,3rd Year,Computer Science / IT,LinkedIn Learning,Other,Less than 2 weeks,Less than 30 minutes,6 days,2,1,Often,Rarely,Sometimes,Rarely,Very Easy,4,Excellent,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18244,24–26,4th Year,Science,NPTEL,Academic Subject,More than 6 months,More than 3 hours,6 days,3,5,Often,Always,Often,Sometimes,Very Difficult,4,Average,Tablet,Yes,I completed the course,4,Definitely Yes
STU_18245,Above 26,Other,Engineering,Udemy,Other,More than 6 months,More than 3 hours,Every day,5,5,Always,Always,Not Available in My Course,Very Often,Very Difficult,5,Excellent,Tablet,Yes,I completed the course,4,Definitely Yes
STU_18246,Below 18,1st Year,Arts / Humanities,Udemy,Artificial Intelligence / Data Science,More than 6 months,More than 3 hours,1 day,2,5,Never,Always,Never,Rarely,Very Difficult,1,Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_18247,24–26,4th Year,Science,Other,Artificial Intelligence / Data Science,2–4 weeks,30 minutes–1 hour,6 days,1,2,Often,Sometimes,Often,Never,Easy,4,Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_18248,24–26,3rd Year,Arts / Humanities,YouTube,Artificial Intelligence / Data Science,Less than 2 weeks,Less than 30 minutes,6 days,2,1,Often,Rarely,Sometimes,Rarely,Very Easy,4,Excellent,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18249,Below 18,4th Year,Engineering,Coursera,Other,2–4 weeks,30 minutes–1 hour,1 day,5,2,Never,Sometimes,Often,Very Often,Easy,1,Very Good,Laptop,No,Loss of motivation,2,Probably No
STU_18250,24–26,3rd Year,Business / Management,edX,Personal Development,3–6 months,2–3 hours,6 days,4,4,Often,Almost Always,Sometimes,Often,Difficult,4,Very Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_18251,21–23,Other,Engineering,Udemy,Personal Development,2–4 weeks,30 minutes–1 hour,4–5 days,4,2,Sometimes,Sometimes,Not Available in My Course,Often,Easy,3,Excellent,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18252,24–26,4th Year,Engineering,Other,Personal Development,2–4 weeks,30 minutes–1 hour,6 days,1,2,Often,Sometimes,Often,Never,Easy,4,Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18253,24–26,Other,Other,LinkedIn Learning,Academic Subject,Less than 2 weeks,Less than 30 minutes,6 days,2,1,Often,Rarely,Not Available in My Course,Rarely,Very Easy,4,Excellent,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18254,Above 26,1st Year,Business / Management,LinkedIn Learning,Programming / Technology,Less than 2 weeks,Less than 30 minutes,Every day,4,1,Always,Rarely,Never,Often,Very Easy,5,Good,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18255,21–23,4th Year,Engineering,Coursera,Personal Development,1–3 months,1–2 hours,4–5 days,3,3,Sometimes,Often,Often,Sometimes,Moderate,3,Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18256,18–20,2nd Year,Engineering,NPTEL,Artificial Intelligence / Data Science,Less than 2 weeks,Less than 30 minutes,2–3 days,3,1,Rarely,Rarely,Rarely,Sometimes,Very Easy,2,Very Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_18257,24–26,2nd Year,Science,edX,Personal Development,2–4 weeks,30 minutes–1 hour,6 days,1,2,Often,Sometimes,Rarely,Never,Easy,4,Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18258,Below 18,Postgraduate,Business / Management,YouTube,Programming / Technology,1–3 months,1–2 hours,1 day,4,3,Never,Often,Very Often,Often,Moderate,1,Average,Desktop,No,Course was too difficult,2,Probably No
STU_18259,24–26,2nd Year,Engineering,Coursera,Academic Subject,More than 6 months,More than 3 hours,6 days,3,5,Often,Always,Rarely,Sometimes,Very Difficult,4,Average,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18260,21–23,Other,Engineering,NPTEL,Business / Management,1–3 months,1–2 hours,4–5 days,3,3,Sometimes,Often,Not Available in My Course,Sometimes,Moderate,3,Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18261,Above 26,1st Year,Arts / Humanities,YouTube,Other,3–6 months,2–3 hours,Every day,1,4,Always,Almost Always,Never,Never,Difficult,5,Average,Desktop,Yes,I completed the course,4,Definitely Yes
STU_18262,18–20,1st Year,Computer Science / IT,NPTEL,Other,More than 6 months,More than 3 hours,2–3 days,4,5,Rarely,Always,Never,Often,Very Difficult,2,Poor,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18263,Below 18,2nd Year,Science,edX,Business / Management,1–3 months,1–2 hours,1 day,4,3,Never,Often,Rarely,Often,Moderate,1,Average,Tablet,No,Other,2,Probably No
STU_18264,21–23,3rd Year,Computer Science / IT,LinkedIn Learning,Other,3–6 months,2–3 hours,4–5 days,2,4,Sometimes,Almost Always,Sometimes,Rarely,Difficult,3,Poor,Desktop,Yes,I completed the course,4,Definitely Yes
STU_18265,Below 18,Postgraduate,Arts / Humanities,Coursera,Language Learning,Less than 2 weeks,Less than 30 minutes,1 day,1,1,Never,Rarely,Very Often,Never,Very Easy,1,Poor,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18266,Above 26,Postgraduate,Computer Science / IT,Coursera,Academic Subject,3–6 months,2–3 hours,Every day,1,4,Always,Almost Always,Very Often,Never,Difficult,5,Average,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18267,Below 18,3rd Year,Computer Science / IT,Udemy,Artificial Intelligence / Data Science,3–6 months,2–3 hours,1 day,3,4,Never,Almost Always,Sometimes,Sometimes,Difficult,1,Excellent,Smartphone,No,Lack of interest,2,Probably No
STU_18268,21–23,Postgraduate,Arts / Humanities,edX,Academic Subject,More than 6 months,More than 3 hours,4–5 days,1,5,Sometimes,Always,Very Often,Never,Very Difficult,3,Very Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_18269,Above 26,Postgraduate,Computer Science / IT,Udemy,Academic Subject,Less than 2 weeks,Less than 30 minutes,Every day,4,1,Always,Rarely,Very Often,Often,Very Easy,5,Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_18270,Above 26,1st Year,Arts / Humanities,edX,Business / Management,More than 6 months,More than 3 hours,Every day,5,5,Always,Always,Never,Very Often,Very Difficult,5,Excellent,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18271,Below 18,4th Year,Science,NPTEL,Language Learning,More than 6 months,More than 3 hours,1 day,2,5,Never,Always,Often,Rarely,Very Difficult,1,Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18272,21–23,2nd Year,Science,edX,Other,Less than 2 weeks,Less than 30 minutes,4–5 days,5,1,Sometimes,Rarely,Rarely,Very Often,Very Easy,3,Average,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18273,24–26,3rd Year,Computer Science / IT,LinkedIn Learning,Language Learning,Less than 2 weeks,Less than 30 minutes,6 days,2,1,Often,Rarely,Sometimes,Rarely,Very Easy,4,Excellent,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18274,24–26,1st Year,Computer Science / IT,Udemy,Artificial Intelligence / Data Science,More than 6 months,More than 3 hours,6 days,3,5,Often,Always,Never,Sometimes,Very Difficult,4,Average,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18275,21–23,4th Year,Other,LinkedIn Learning,Programming / Technology,1–3 months,1–2 hours,4–5 days,3,3,Sometimes,Often,Often,Sometimes,Moderate,3,Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18276,21–23,Postgraduate,Business / Management,edX,Programming / Technology,2–4 weeks,30 minutes–1 hour,4–5 days,4,2,Sometimes,Sometimes,Very Often,Often,Easy,3,Excellent,Desktop,Yes,I completed the course,4,Definitely Yes
STU_18277,18–20,Postgraduate,Arts / Humanities,edX,Business / Management,More than 6 months,More than 3 hours,2–3 days,4,5,Rarely,Always,Very Often,Often,Very Difficult,2,Poor,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18278,Below 18,Postgraduate,Computer Science / IT,Other,Programming / Technology,1–3 months,1–2 hours,1 day,4,3,Never,Often,Very Often,Often,Moderate,1,Average,Smartphone,No,Course content did not meet expectations,2,Probably No
STU_18279,21–23,4th Year,Engineering,LinkedIn Learning,Artificial Intelligence / Data Science,3–6 months,2–3 hours,4–5 days,2,4,Sometimes,Almost Always,Often,Rarely,Difficult,3,Poor,Tablet,Yes,I completed the course,4,Definitely Yes
STU_18280,Below 18,1st Year,Computer Science / IT,YouTube,Business / Management,Less than 2 weeks,Less than 30 minutes,1 day,1,1,Never,Rarely,Never,Never,Very Easy,1,Poor,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18281,Below 18,Other,Engineering,YouTube,Personal Development,More than 6 months,More than 3 hours,1 day,2,5,Never,Always,Not Available in My Course,Rarely,Very Difficult,1,Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_18282,21–23,1st Year,Arts / Humanities,YouTube,Other,Less than 2 weeks,Less than 30 minutes,4–5 days,5,1,Sometimes,Rarely,Never,Very Often,Very Easy,3,Average,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18283,Below 18,4th Year,Science,LinkedIn Learning,Business / Management,1–3 months,1–2 hours,1 day,4,3,Never,Often,Often,Often,Moderate,1,Average,Tablet,No,Lack of interest,2,Probably No
STU_18284,21–23,3rd Year,Arts / Humanities,YouTube,Language Learning,3–6 months,2–3 hours,4–5 days,2,4,Sometimes,Almost Always,Sometimes,Rarely,Difficult,3,Poor,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18285,21–23,Postgraduate,Business / Management,LinkedIn Learning,Other,1–3 months,1–2 hours,4–5 days,3,3,Sometimes,Often,Very Often,Sometimes,Moderate,3,Good,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18286,18–20,2nd Year,Engineering,YouTube,Programming / Technology,Less than 2 weeks,Less than 30 minutes,2–3 days,3,1,Rarely,Rarely,Rarely,Sometimes,Very Easy,2,Very Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_18287,Below 18,3rd Year,Arts / Humanities,NPTEL,Programming / Technology,3–6 months,2–3 hours,1 day,3,4,Never,Almost Always,Sometimes,Sometimes,Difficult,1,Excellent,Desktop,No,Other,2,Probably No
STU_18288,18–20,1st Year,Arts / Humanities,Other,Other,3–6 months,2–3 hours,2–3 days,5,4,Rarely,Almost Always,Never,Very Often,Difficult,2,Good,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18289,Below 18,3rd Year,Business / Management,Other,Artificial Intelligence / Data Science,2–4 weeks,30 minutes–1 hour,1 day,5,2,Never,Sometimes,Sometimes,Very Often,Easy,1,Very Good,Desktop,No,Loss of motivation,2,Probably No
STU_18290,18–20,Other,Engineering,NPTEL,Other,2–4 weeks,30 minutes–1 hour,2–3 days,2,2,Rarely,Sometimes,Not Available in My Course,Rarely,Easy,2,Average,Tablet,Yes,I completed the course,4,Definitely Yes
STU_18291,21–23,1st Year,Arts / Humanities,LinkedIn Learning,Personal Development,2–4 weeks,30 minutes–1 hour,4–5 days,4,2,Sometimes,Sometimes,Never,Often,Easy,3,Excellent,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_18292,24–26,Other,Other,edX,Personal Development,2–4 weeks,30 minutes–1 hour,6 days,1,2,Often,Sometimes,Not Available in My Course,Never,Easy,4,Good,Tablet,Yes,I completed the course,4,Definitely Yes
